"company_name","address","company_tax_code","ward_or_commune","district","province_or_city","country","einvoice_contact_name","einvoice_contact_email"
"CÔNG TY CỔ PHẦN ASC TRANS VIỆT NAM","NO-03 C37 Khu tái định cư, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, Việt Nam","0108519721","Phường Giang Biên","Quận Long Biên","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN ASC TRANS VIỆT NAM","pricing5@asctrans.com.vn;pricing2@asctrans.com.vn;pricing@asctrans.com.vn;pricing1@asctrans.com.vn"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ SỐ VIỆT NAM","Số nhà A12, Khu tập thể T59A, Bộ tổng tham mưu - Bộ quốc phò, Phường Hoàng Liệt, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0109062646","Phường Hoàng Liệt","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI CÔNG NGHỆ SỐ VIỆT NAM","DUONGTU.VT71@GMAIL.COM"
"CÔNG TY TNHH CP Á CHÂU","Đường Miền Đông, Thôn Thượng, Xã Cự Khê, Huyện Thanh Oai, Thành phố Hà Nội, Việt Nam","0108625208","Xã Cự Khê","Huyện Thanh Oai","Hà Nội","Việt Nam","CÔNG TY TNHH CP Á CHÂU",NULL
"CÔNG TY TNHH GIAO NHẬN VẬN TẢI CARGONET VIỆT NAM","Phòng 605, Nhà 17T2 Khu đô thị Trung Hòa Nhân Chính, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0104077014","Phường Trung Hoà","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH GIAO NHẬN VẬN TẢI CARGONET VIỆT NAM","IMPORT1@CARGONETLOG.COM"
"CONG TY CP PHAN UNITON VIET NAM","128 TO 1 - PHUONG MO LAO- HA DONG -HA NOI","0104098783",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH 1 TV TM VA XNK DƯƠNG BÌNH","KHU 6 KA LONG, MÓNG CÁI , QUẢNG NINH","5701562197",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ARISTON THERMO VIỆT NAM","Đường TS3, Khu công nghiệp Tiên Sơn, Phường Đồng Nguyên, Thành phố Từ Sơn, Tỉnh Bắc Ninh, Việt Nam","0101486153","Phường Đồng Nguyên","Thành phố Từ Sơn","Bắc Ninh","Việt Nam","CÔNG TY TNHH ARISTON THERMO VIỆT NAM","xn.vantaitrungdung@gmail.com;NGUYENCHUONG1905@GMAIL.COM"
"CÔNG TY TNHH MAY NGHĨA HƯNG DAE YANG","Thửa 12+21, 11+9; Tờ bản đồ số 6A, bản đồ địa chính, Xã Nghĩa Lạc, Huyện Nghĩa Hưng, Tỉnh Nam Định, Việt Nam","0600410008","Xã Nghĩa Lạc","Huyện Nghĩa Hưng","Nam Định","Việt Nam","CÔNG TY TNHH MAY NGHĨA HƯNG DAE YANG","hondaeyang@gmail.com"
"CÔNG TY TNHH CON THOI","70 VÕ THỊ SÁU-QUẬN HAI BÀ TRƯNG-THÀNH PHỐ HÀ NỘI","0101023282",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"GREENFEED VN - CN HƯNG YÊN","Đường A5 -KCN Phố Nối A - Huyện Văn Lâm - Tỉnh Hưng Yên","1100598642-012",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ DỊCH VỤ VẬN TẢI THĂNG LONG","số 1  tổ 38 khu tập thể Bưu chính viễn thông,phường Quan Hoa,quận Cầu Giấy,thành phố Hà Nội,Việt Nam","0104263564",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY CP DƯỢC LIỆU TW 2","24 NGUYỄN THỊ NGHĨA,Q.1,TP HCM","0302597576",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ LOGITEM VIỆT NAM MIỀN BẮC","Tầng 2,Thăng Long Tower, 98A Ngụy Như KonTum,Phường Nhân Chính, Quận Thanh Xuân,TP.Hà Nội,Việt Nam","0108059030",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH DỊCH VỤ LOGITEM VIỆT NAM MIỀN BẮC","logitem2hp@gmail.com"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT  APM","Số 15 Ngách 148/16, Đường  Ngọc Hồi, Thị Trấn Văn Điển, H. Thanh Trì, TP. Hà Nội, VN","0105380895",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CTY TNHH HỆ THỐNG ĐIỆN VIỆT NAM","SỐ 95,PHỐ NGUYỄN AN NINH,P.TƯƠNG MAI,Q.HOÀNG MAI,HN","0104297235",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VĨNH THÀNH VN","SỐ 3, HẺM 432/18/2,ĐỘI CẤN,BA ĐÌNH,HÀ NỘI","0101541460",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DONGJIN GLOBAL LOGISTICS VINA","Tầng 8, Tòa HH3, Khu đô thị Mỹ Đình - Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","0107589363","Phường Mỹ Đình 1","Quận Nam Từ Liêm","Hà Nội","Việt Nam","CÔNG TY TNHH DONGJIN GLOBAL LOGISTICS VINA","op.hn@dglvina.com"
"CÔNG TY TNHH AMOVINA","CN13,KCN KHAI QUANG,PHƯỜNG KHAI QUANG,TP VĨNH YÊN,TỈNH VĨNH PHÚC,VN","2500517382",NULL,NULL,NULL,"Việt Nam","KHANH","MILANNO707@GMAIL.COM"
"CÔNG TY CỔ PHẦN MAY THIÊN TÂN","THÔN AN THƯỜNG,XÃ NAM CHÍNH,HUYỆN NAM SÁCH,TỈNH HẢI DƯƠNG","0801039009",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH PHỤ TÙNG MẠNH PHÁT","Số nhà 2 ngách 20 ngõ 41 phố Tương Mai, Phường Giáp Bát, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam","0108489361","Phường Giáp Bát","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY TNHH PHỤ TÙNG MẠNH PHÁT","manhphat291018@gmail.com"
"CÔNG TY TNHH CÔNG NGHỆ VINA EZ C&M","SỐ NHÀ 28,THÔN TRẠI CÚP,XÃ BÁ HIẾN,HUYỆN BÌNH XUYÊN,TỈNH VĨNH PHÚC","2500551633",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT XÂY DỰNG VÀ THƯƠNG MẠI  MÊ LINH","307/6 NGUYỄN VĂN TRỖI-PHƯỜNG 1-QUẬN TÂN BÌNH-HỒ CHÍ MINH","0302588571",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Đoàn Quốc Tuấn",NULL,"8075329011",NULL,NULL,NULL,NULL,NULL,NULL
"CÔNG TY CỔ PHẦN CẢNG ĐOẠN XÁ","SỐ 15 ĐƯỜNG NGÔ QUYỀN, P. VẠN MỸ, Q. NGÔ QUYỀN, TP. HẢI PHÒNG","0200443827",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ KỸ THUẬT CAO THT","Nhà số 07 - LK 14A, Khu đô thị mới Văn Phú, Phường Phú La, Quận Hà Đông, Thành Phố Hà Nội, Việt Nam","0105908293",NULL,NULL,NULL,"Việt Nam","CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ KỸ THUẬT CAO THT","VANTRUNGPHAM89@GMAIL.COM;vtquoctevietanh@gmail.com"
"CÔNG TY CỔ PHẦN ỨNG DỤNG KHOA HỌC VÀ CÔNG NGHỆ-MITEC","Tầng 3-4 tòa nhà Mitec,lô E2 Khu Đô Thị Mới Cầu Giấy,Yên Hòa,Cầu Giấy,Hà Nội","0100109868",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THIẾT BỊ KỸ THUẬT HÀ NỘI","P502, SỐ 7 NGÕ 45/10 NGUYÊN HỒNG, LÁNG HẠ - ĐỐNG ĐA - HÀ NỘI","0104199654",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN TÂN ĐỆ","Số 68, phố Huế, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","0109528912","Phường Nguyễn Du","Quận Hai Bà Trưng","Hà Nội","Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI PHƯƠNG BẮC","Tầng 3,Tòa Nhà 3D,Phố Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Thành Phố Hà Nội","0101171844",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công Ty TNHH Giải Pháp Công Nghệ Thông Tin Lê Huân","581-581A Phan Văn Trị,Phường 5,Quận Gò Vấp,Thành Phố Hồ Chí Minh","0303760458",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN TIẾP VẬN AVINA","Số 39 đường Tô Ngọc Vân,Phường Quảng An,Quận Tây Hồ,Thành Phố Hà Nội,Việt Nam","0105760826",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN NAMSA","Phòng 1902, tầng 19, trung tâm thương mại Cát Bi Plaza, số 1, Phường Đông Khê, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam","0201829164","Phường Đông Khê","Quận Ngô Quyền","Hải Phòng","Việt Nam","CÔNG TY CỔ PHẦN NAMSA","NGUYENVIETDUNG1311@GMAIL.COM"
"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI MAY PHƯƠNG NAM","T.T BÔI THỜI,XÃ HỒNG TIẾN,HUYỆN KHOÁI CHÂU,TỈNH HƯNG YÊN","0900800295",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN DONGBANG LOGISTICS VINA-CHI NHÁNH HẢI PHÒNG","SỐ 3 LÊ THÁNH TÔNG, QUẬN NGÔ QUYỀN, THÀNH PHỐ HẢI PHÒNG","0304373028-001",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI T.C.T","Số 9 (tầng 1), ngách 34/2, ngõ 28 Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","0101688110","Phường Láng Hạ","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI T.C.T","nga16680@yahoo.com"
"CÔNG TY TNHH CÔNG NGHỆ SẢN XUẤT VIỆT NHẬT","SỐ 7,NGÕ 36/145 VĨNH HƯNG,P.VĨNH HƯNG,Q.HOÀNG MAI,HÀ NỘI","0105974899",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH PHIM CÁCH NHIỆT NGÔI SAO","SỐ 9 NGÕ 81 LÁNG HẠ P.THÀNH CÔNG Q.BA ĐÌNH TP HÀ NỘI","0102512783",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TRÍ VIỆT","Số 95B Khu lao động Thịnh Hào, Phường ô Chợ Dừa, Quận Đống đa, Thành phố Hà Nội, Việt Nam","0107429786","Phường ô Chợ Dừa","Quận Đống đa","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TRÍ VIỆT","LEHONAM6789@GMAIL.COM"
"CÔNG TY TNHH CÔNG NGHỆ ĐẠI VIỆT","XÃ TÂN TIẾN, HUYỆN CHƯƠNG MỸ, TP. HÀ NỘI","0101329048",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HẢI ĐÔNG","72 PHẠM NGỌC THẠCH PHƯỜNG 9 VŨNG TÀU","3500662705",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MAY BLUE VINA","Nhà ông Toàn, thôn Việt Cường, Xã Việt Thuận, Huyện Vũ Thư, Tỉnh Thái Bình, Việt Nam","1001137834","Xã Việt Thuận","Huyện Vũ Thư","Thái Bình","Việt Nam","CÔNG TY TNHH MAY BLUE VINA","PHUONGHP.NGUYENVAN@GMAIL.COM"
"CÔNG TY CỔ PHẦN THƯƠNG MẠI TÀI CHÍNH ĐẠI THẾ GIỚI","24 HOÀNG VĂN THỤ-MINH KHAI-HỒNG BÀNG-HẢI PHÒNG","0200732561",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HITECH","KCN SAI ĐỒNGB LONG BIÊN HÀ NỘI","0100825188",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH EXTRANS VIỆT NAM","Phòng 1603, tầng 16, Tòa nhà Discovery, 302 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","0106478290","Phường Dịch Vọng","Quận Cầu Giấy","Hà Nội","Việt Nam","CÔNG TY TNHH EXTRANS VIỆT NAM","LOANNGUYEN.GLOBAL@GMAIL.COM;doanhongminh179@gmail.com;BUILOI1989@GMAIL.COM;MRTUNGBEOHP@GMAIL.COM"
"CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ HCOM VIỆT NAM","C18, Lô 8, Khu đô thị Định Công, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội","0105408967","Phường Định Công","Quận Hoàng Mai","Hà Nội","Việt Nam","CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ HCOM VIỆT NAM","info@hcomvn.com;hoadon@hcomvn.com"
"CÔNG TY CP PHÁT TRIỂN THƯƠNG MẠI TỔNG HỢP MID","SỐ 124/189 NGUYỄN  NGỌC VŨ, CẦU GIẤY, HÀ NỘI","0105183590",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ VÀ SẢN XUẤT HƯNG THỊNH","Tổ 3,P. Việt Hưng,Long Biên,Hà Nội","0105841659",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HÓA CHẤT XÂY DỰNG VỮA Á CHÂU","33/1 LÝ VĂN PHÚC,TÂN ĐỊNH QUẬN 1,TP HCM","0306193422",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"DOANH NGHIỆP TƯ NHÂN DỊCH VỤ THÀNH LIÊN","135-137 LÝ TỰ TRỌNG,P.BẾN THÀNH,Q1,HCM","0301766285",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TRÁCH NHIỆM HỮU HẠN TEIJIN FRONTIER SHONAI","Khu 3, Phường Vân Cơ, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam","2600247210","Phường Vân Cơ","Thành phố Việt Trì","Phú Thọ","Việt Nam","CÔNG TY TRÁCH NHIỆM HỮU HẠN TEIJIN FRONTIER SHONAI","THANH.DANG@HECNY.COM"
"CÔNG TY TNHH ENTER.B NAM ĐỊNH","Thôn Thượng Đồng, Xã Hiển Khánh, Huyện Vụ Bản, Tỉnh Nam Định, Việt Nam","0601069052","Xã Hiển Khánh","Huyện Vụ Bản","Nam Định","Việt Nam","CÔNG TY TNHH ENTER.B NAM ĐỊNH","VIETLONG030278@GMAIL.COM"
"CÔNG TY TNHH HONDA LOGICOM (VIỆT NAM)","Tòa nhà Hoài Nam, Số 6, Đường Hai Bà Trưng, Phường Hùng Vương, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc, Việt Nam","3701576703","Phường Hùng Vương","Thành phố Phúc Yên","Vĩnh Phúc","Việt Nam","CÔNG TY TNHH HONDA LOGICOM (VIỆT NAM)","lantrinh-hlv@honda-logi.com;anh-hlv@honda-logi.com"
"CTY TNHH THƯƠNG MẠI DỊCH VỤ VƯƠNG LỰC","10 ĐƯỜNG SỐ 5,P.AN LẠC A,Q.TÂN BÌNH,TP HỐ CHÍ MINH","0303575688",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP TIẾN ĐẠT","Số 48, ngõ 68/137,đường Nguyễn Văn Linh,tổ 14, phường Thạch Bàn,quận Long Biên,thành phố Hà Nội,Việt Nam","0105885430",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ SẢN XUẤT IMC VIỆT NAM","Số 39/243 Đường Trần Nhân Tông, Phường Quán Trữ, Quận Kiến An, Thành phố Hải Phòng, Việt Nam","0201965632","Phường Quán Trữ","Quận Kiến An","Hải Phòng","Việt Nam","CÔNG TY TNHH DỊCH VỤ KỸ THUẬT VÀ SẢN XUẤT IMC VIỆT NAM","SALES@IMCTECH.COM.VN;NGUYENMANH@IMCTECH.COM.VN"
"CÔNG TY CỔ PHẦN MAY BẮC SƠN","TỔ DÂN PHỐ A2,PHƯỜNG BẮC SƠN,THĨ XÃ PHỔ YÊN,TỈNH THÁI NGUYÊN","4601059809",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ XNK THÁI DƯƠNG","SỐ 8 ĐƯỜNG PHẠM HÙNG, PHƯỜNG TRUNG HÒA, QUẬN CẦU GIẤY, HÀ NỘI","0107094473",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ SẢN XUẤT VÀ THƯƠNG MẠI NHẬT VIỆT","TỔ 37-THỊ TRẤN ĐÔNG ANH- HUYỆN ĐÔNG ANH - HÀ NỘI","0107026699",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỆT HÀ NAM","KCN CHÂU SƠN -CHÂU SƠN- PHỦ LÝ - HÀ NAM","0700101268",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN ĐẦU TƯ & PHÁT TRIỂN DỊCH VỤ - THƯƠNG MẠI NHÀ BÈ","Số 4 đường Bến Nghé, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","3700574051","Phường Tân Thuận Đông","Quận 7","Hồ Chí Minh","Việt Nam","CÔNG TY CỔ PHẦN ĐẦU TƯ & PHÁT TRIỂN DỊCH VỤ - THƯƠNG MẠI NHÀ BÈ","hoc.truong@nbclogistics.com.vn"
"CÔNG TY CỔ PHẦN THIẾT BỊ VÀ XÂY DỰNG PHÚ BÌNH","245  BÙI XƯƠNG TRẠCH,THANH XUÂN,HN","0101512043",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH VẬN TẢI THƯƠNG MẠI VÀ DỊCH VỤ HOÀNG DƯƠNG","P.1304 NHÀ B3A KHU ĐÔ THỊ MỚI NAM TRUNG YÊN,P. TRUNG HÒA, Q.CẦU GIẤY, TP. HÀ NỘI","0102753669",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI PHÚC ĐẠT","Đường vành đai,Phố An Hòa,Phường Ninh Phong,Thành Phố Ninh Bình-Ninh Bình","2700572207",NULL,NULL,NULL,"Việt Nam","quang duc","quangduchp1988@gmail.com"
"CÔNG TY TNHH HONEST VIỆT NAM","Lô 8B Và 8C Khu Công Nghiệp Nội Bài,Huyện Sóc Sơn,Thành Phố Hà Nội","0101945801",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH MTV MAY TRUNG THÀNH","Đường 477, Thôn Bích Sơn, Xã Gia Vân, Huyện Gia Viễn, Tỉnh Ninh Bình, Việt Nam","2700714878","Xã Gia Vân","Huyện Gia Viễn","Ninh Bình","Việt Nam","CÔNG TY TNHH MTV MAY TRUNG THÀNH","DAOMANHTOAN76@GMAIL.COM"
"Công ty Cổ Phần Tổng công ty phát triển Năng Lượng Nghệ An","Số 7 Ngõ 61A1 đường Duy Tân, Phường Hưng Dũng, TP Vinh, Nghệ An","2900859581",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"Công ty Cổ phần Chăn nuôi C.P Việt Nam-Chi nhánh Xuân Mai Hà Nội","Trung tâm giống màu thị trấn Xuân Mai,Huyện Chương Mỹ,Thành phố Hà Nội","3600224423060",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH CÔNG NGHỆ ĐA NGÀNH","25 LÊ VĂN THIÊM, PHƯỜNG THANH XUÂN TRUNG, QUẬN THANH XUÂN, TP HÀ NỘI","0101356073",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU CÔNG NGHỆ SÔNG HỒNG","Số 70 An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam","0108659581","Phường Yên Phụ","Quận Tây Hồ","Hà Nội","Việt Nam","CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU CÔNG NGHỆ SÔNG HỒNG","TANTOANVANTAIHP@GMAIL.COM"
"CÔNG TY TNHH CHIU YI VIỆT NAM","126 ĐƯỜNG NGÔ QUYỀN - QUANG TRUNG - HÀ ĐÔNG - HÀ NỘI","0500232827",NULL,NULL,NULL,"Việt Nam","CÔNG TY TNHH CHIU YI VIỆT NAM","duongdai1205@gmail.com"
"DOANH NGHIỆP TƯ NHÂN CƠ KHÍ HẢI PHÒNG","SỐ 2/527, SỎI 1, PHƯỜNG DƯ HÀNG KÊNH, QUẬN LÊ CHÂN, HẢI PHÒNG","0200505311",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"DOANH NGHIỆP TƯ NHÂN XNK XUÂN TÍNH","KM 0 - MA LY PHO - PHONG THỔ - LAI CHÂU","5600170940",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN D.H.S","PHÒNG C402,NGÕ 125/22 TRUNG KÍNH,PHƯỜNG TRUNG HÒA ,QUẬN CẦU GIẤY,HÀ NỘI","0102893465",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ � SẢN XUẤT NHÂN KHANG","Xóm 4, Xã Nhân Khang, Huyện Lý Nhân, Tỉnh Hà Nam, Việt Nam","0700731284","Xã Nhân Khang","Huyện Lý Nhân","Hà Nam","Việt Nam","CÔNG TY TNHH ĐẦU TƯ � SẢN XUẤT NHÂN KHANG",NULL
"CÔNG TY CỔ PHẦN TD HỢP PHÁT","Số 57,ngõ 74,Phố An Trạch ,Phường Cát Linh,Quận Đống Đa,Thành Phố Hà Nội","0102951773",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH FUJI MOLD VIỆT NAM","LÔ F-8A KHU CÔNG NGHIỆP NOMURA HẢI PHÒNG, VIỆT NAM","0200468331",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT LONG PHÁT","SỐ 22-B1,TỔ 14,MAI DỊCH,CẦU GIẤY,HÀ NỘI","0105623107",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THIÊN TRƯỜNG","PHÒNG 502,NHÀ 2- 67B,LƯƠNG THẾ VINH,TRUNG VĂN,TỪ LIÊM,HÀ NỘI","0101442741",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI AN LÀNH","Lô 52, 53, 54 đường N3 Cụm công nghiệp An Xá, Phường Mỹ Xá, Thành phố Nam Định, Tỉnh Nam Định, Việt Nam","0600810461","Phường Mỹ Xá","Thành phố Nam Định","Nam Định","Việt Nam",NULL,NULL
"CÔNG TY TNHH GIAO NHẬN HÀNG HẢI CÁT TƯỜNG","Lầu 6, Số 343 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","0305027140","Phường Phạm Ngũ Lão","Quận 1","Hồ Chí Minh","Việt Nam",NULL,NULL
"CÔNG TY TNHH DV TM TỔNG HỢP TÂN PHÚ HÀO","SỐ 9, LÝ TRỰ TRỌNG, HOÀ LẠC, MÓNG CÁI, QUẢNG NINH","5700500328",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH HOYA GLASS DISK VIỆT NAM","Khu J-3&4, khu công nghiệp Thăng Long, Xã Võng La, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam","0101579263","Xã Võng La","Huyện Đông Anh","Hà Nội","Việt Nam","CÔNG TY TNHH HOYA GLASS DISK VIỆT NAM","congtyhungphat2008@gmail.com"
"CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẠI CƯỜNG","LÔ A2 KHU CÔNG NGHIỆP  NGUYỄN ĐỨC CẢNH-TP THÁI BÌNH-TỈNH THÁI BÌNH","1000332906",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CP THƯƠNG MẠI TIN HỌC VÀ VIỄN THÔNG SAO VIỆT","Số 16 ngách 82/5,ngõ 651 Minh Khai,Hai Bà Trưng,Hà Nội","0102151047",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH DỊCH VỤ DU LỊCH - THƯƠNG MẠI DLP","39G SƯƠNG NGUYỆT ÁNH, PHƯỜNG BẾN THÀNH, QUẬN 1, TP. HCM","0301483142",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI EUREKA","Số 3, ngách 56, ngõ An Sơn, đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","0107792615","Phường Trương Định","Quận Hai Bà Trưng","Hà Nội","Việt Nam","CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI EUREKA","doc@erktransport.com;ketoan@erktransport.com"
"CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU HỒNG NGỌC","Tập Thể Xí Nghiệp Gạch Đại La,Thôn Phùng Khoang,Xã Trung Văn,Huyện Từ Liêm,TP Hà Nội","0105818755",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI HOÀNG NGUYÊN","XÓM 9,XÃ YÊN MỸ,HUYỆN THANH TRÌ-THÀNH PHỐ HÀ NỘI","0102727958",NULL,NULL,NULL,"Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHIỆP ĐỘNG LỰC","Tầng 7, số nhà 123D phố Thụy Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam","0105975317","Phường Thuỵ Khuê","Quận Tây Hồ","Hà Nội","Việt Nam",NULL,NULL
"CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI BÁCH NGỌC","Số 6/110/68 Ngô Quyền, Phường Máy Chai, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam","0201860615","Phường Máy Chai","Quận Ngô Quyền","Hải Phòng","Việt Nam",NULL,NULL
